route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
790,48152.124663,670179,,,,23713,48166,0,0
790,48152.124663,670180,,,,23713,48166,0,0
790,48152.124663,670181,,,,23713,48166,0,0
790,48152.124663,670182,,,,23713,48166,0,0
790,48152.124663,670183,,,,23713,48166,0,0
790,48152.124663,670184,,,,23713,48166,0,0
790,48152.124663,670185,,,,23713,48166,0,0
790,48152.124663,670186,,,,23713,48166,0,0
790,48152.124663,670187,,,,23713,48166,0,0
790,48152.124663,670188,,,,23713,48166,0,0
790,48152.124663,670189,,,,23713,48166,0,0
790,48152.124663,670190,,,,23713,48166,0,0
790,48152.124663,670191,,,,23713,48166,0,0
790,48152.124663,670192,,,,23713,48166,0,0
790,48152.124663,670193,,,,23713,48166,0,0
790,48152.124663,670194,,,,23713,48166,0,0
790,48152.124663,670195,,,,23713,48166,0,0
790,48152.124663,670196,,,,23713,48166,0,0
790,48152.124663,670197,,,,23713,48166,0,0
790,48152.124663,670198,,,,23713,48166,0,0
790,48152.124663,670201,,,,23711,48166,0,0
790,48152.124663,670202,,,,23711,48166,0,0
790,48152.124663,670203,,,,23711,48166,0,0
790,48152.124663,670204,,,,23711,48166,0,0
790,48152.124663,670205,,,,23711,48166,0,0
790,48152.124663,670206,,,,23711,48166,0,0
790,48152.124663,670207,,,,23711,48166,0,0
790,48152.124663,670208,,,,23711,48166,0,0
790,48152.124663,670209,,,,23711,48166,0,0
790,48152.124663,670210,,,,23711,48166,0,0
790,48152.124663,670211,,,,23711,48166,0,0
790,48152.124663,670212,,,,23711,48166,0,0
790,48152.124663,670213,,,,23711,48166,0,0
790,48152.124663,670214,,,,23711,48166,0,0
2235,48152.124657,661310,,,,23271,48168,0,0
2235,48152.124657,670460,,,,23726,48168,0,0
2235,48152.124663,670461,,,,23726,48168,0,0
2235,48152.124657,670503,,,,23726,48168,0,0
2235,48152.124657,670504,,,,23726,48168,0,0
2235,48152.124657,670505,,,,23726,48168,0,0
2235,48152.124657,670506,,,,23726,48168,0,0
2235,48152.124657,670507,,,,23726,48168,0,0
2235,48152.124657,670508,,,,23726,48168,0,0
2235,48152.124657,670509,,,,23726,48168,0,0
2235,48152.124657,670510,,,,23726,48168,0,0
2235,48152.124657,670511,,,,23726,48168,0,0
2235,48152.124657,670512,,,,23726,48168,0,0
2235,48152.124657,670531,,,,23721,48168,0,0
2235,48152.124657,670532,,,,23721,48168,0,0
2235,48152.124657,670533,,,,23721,48168,0,0
2235,48152.124657,670534,,,,23721,48168,0,0
2235,48152.124657,670535,,,,23721,48168,0,0
2235,48152.124657,670536,,,,23721,48168,0,0
2235,48152.124657,670537,,,,23721,48168,0,0
2235,48152.124663,670539,,,,23722,48168,0,0
2235,48152.124663,670540,,,,23722,48168,0,0
2235,48152.124663,670541,,,,23722,48168,0,0
2235,48152.124663,670542,,,,23722,48168,0,0
2235,48152.124663,670543,,,,23722,48168,0,0
2235,48152.124663,670544,,,,23722,48168,0,0
2235,48152.124663,670545,,,,23722,48168,0,0
2235,48152.124663,670546,,,,23723,48168,0,0
2235,48152.124663,670547,,,,23723,48168,0,0
2235,48152.124663,670548,,,,23723,48168,0,0
2235,48152.124663,670549,,,,23723,48168,0,0
2235,48152.124663,670550,,,,23723,48168,0,0
2235,48152.124663,670551,,,,23723,48168,0,0
2235,48152.124663,670552,,,,23723,48168,0,0
2235,48152.124663,670553,,,,23723,48168,0,0
2235,48152.124663,670554,,,,23723,48168,0,0
2235,48152.124663,670555,,,,23723,48168,0,0
2235,48152.124663,670556,,,,23723,48168,0,0
792,17907,670173,Quad Stadium Express,,,23711,48675,0,0
792,17907,670174,Quad Stadium Express,,,23711,48675,0,0
792,17907,670175,Quad Stadium Express,,,23711,48675,0,0
792,17907,670176,Quad Stadium Express,,,23711,48675,0,0
792,17907,670177,Quad Stadium Express,,,23711,48675,0,0
792,17907,670557,Quad Stadium Express,,,23724,48675,0,0
792,17907,670558,Quad Stadium Express,,,23724,48675,0,0
792,17907,670559,Quad Stadium Express,,,23724,48675,0,0
792,17907,670560,Quad Stadium Express,,,23724,48675,0,0
793,48152.124657,661311,,,,23272,48169,0,0
793,48152.124657,661312,,,,23272,48169,0,0
793,48152.124657,661313,,,,23272,48169,0,0
793,48152.124657,661314,,,,23272,48169,0,0
793,48152.124657,661315,,,,23272,48169,0,0
793,48152.124657,670401,,,,23725,48169,0,0
793,48152.124657,670402,,,,23725,48169,0,0
793,48152.124657,670403,,,,23725,48169,0,0
793,48152.124657,670404,,,,23725,48169,0,0
793,48152.124657,670405,,,,23725,48169,0,0
793,48152.124657,670406,,,,23725,48169,0,0
793,48152.124657,670407,,,,23725,48169,0,0
793,48152.124657,670408,,,,23725,48169,0,0
793,48152.124657,670409,,,,23725,48169,0,0
793,48152.124657,670410,,,,23725,48169,0,0
793,48152.124657,670414,,,,23725,48169,0,0
793,48152.124657,670421,,,,23725,48169,0,0
793,48152.124657,670422,,,,23725,48169,0,0
793,48152.124657,670423,,,,23725,48169,0,0
793,48152.124657,670424,,,,23725,48169,0,0
793,48152.124657,670425,,,,23725,48169,0,0
793,48152.124657,670426,,,,23725,48169,0,0
793,48152.124657,670427,,,,23725,48169,0,0
793,48152.124657,670428,,,,23725,48169,0,0
793,48152.124657,670429,,,,23725,48169,0,0
793,48152.124657,670431,,,,23725,48169,0,0
5707,48152.124663,670570,SEC Express,,,23727,48700,0,0
5707,48152.124663,670571,SEC Express,,,23727,48700,0,0
5707,48152.124663,670572,SEC Express,,,23727,48700,0,0
5707,48152.124663,670573,SEC Express,,,23727,48700,0,0
5707,48152.124663,670574,SEC Express,,,23727,48700,0,0
5707,48152.124663,670575,SEC Express,,,23727,48700,0,0
5707,48152.124663,670576,SEC Express,,,23727,48700,0,0
5707,48152.124663,670591,SEC Express,,,23727,48700,0,0
5707,48152.124663,670592,SEC Express,,,23727,48700,0,0
5707,48152.124663,670593,SEC Express,,,23727,48700,0,0
5707,48152.124663,670594,SEC Express,,,23727,48700,0,0
5707,48152.124663,670595,SEC Express,,,23727,48700,0,0
5707,48152.124663,670596,SEC Express,,,23727,48700,0,0
5707,48152.124663,670597,SEC Express,,,23727,48700,0,0
5707,48152.124663,670577,SEC Express,,,23728,48700,0,0
5707,48152.124663,670578,SEC Express,,,23728,48700,0,0
5707,48152.124663,670579,SEC Express,,,23728,48700,0,0
5707,48152.124663,670580,SEC Express,,,23728,48700,0,0
5707,48152.124663,670581,SEC Express,,,23728,48700,0,0
5707,48152.124663,670582,SEC Express,,,23728,48700,0,0
5707,48152.124663,670583,SEC Express,,,23728,48700,0,0
5707,48152.124663,670584,SEC Express,,,23728,48700,0,0
5707,48152.124663,670585,SEC Express,,,23728,48700,0,0
5707,48152.124663,670586,SEC Express,,,23728,48700,0,0
5707,48152.124663,670587,SEC Express,,,23728,48700,0,0
5707,48152.124663,670588,SEC Express,,,23728,48700,0,0
5707,48152.124663,670589,SEC Express,,,23728,48700,0,0
5707,48152.124663,670590,SEC Express,,,23728,48700,0,0
5707,48152.124663,670598,SEC Express,,,23727,48700,0,0
5707,48152.124663,670599,SEC Express,,,23727,48700,0,0
5707,48152.124663,670600,SEC Express,,,23728,48700,0,0
5707,48152.124663,670601,SEC Express,,,23728,48700,0,0
